x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7258671522140503,0.5467648506164551,-6.862890131742461e-07,0.6363011598587036,0.49903327226638794,-0.02371506579220295,0.5646702647209167,0.4028056561946869,-0.031926464289426804,0.5371346473693848,0.2910378575325012,-0.04308513179421425,0.5507400035858154,0.20325034856796265,-0.04799814894795418,0.6048119068145752,0.3063376843929291,0.021576395258307457,0.5923020243644714,0.22966039180755615,-0.021117761731147766,0.602989137172699,0.3050895929336548,-0.04740200191736221,0.614841639995575,0.3631603419780731,-0.057796623557806015,0.6568253040313721,0.30190470814704895,0.01624544896185398,0.6434141397476196,0.21829470992088318,-0.03294052556157112,0.6506597995758057,0.31711918115615845,-0.04979654401540756,0.6601590514183044,0.3807451128959656,-0.04635969549417496,0.7083833813667297,0.30898159742355347,0.002148002153262496,0.6976233124732971,0.2415216714143753,-0.04719924181699753,0.6960340142250061,0.3433418869972229,-0.03960967808961868,0.6980488300323486,0.4047095477581024,-0.017961304634809494,0.7624232769012451,0.32650619745254517,-0.014041287824511528,0.742426872253418,0.2852569818496704,-0.04139824956655502,0.734079122543335,0.3576538860797882,-0.030056918039917946,0.7337743639945984,0.40100884437561035,-0.011975156143307686,A
0.7248854637145996,0.5431126356124878,-6.895014053043269e-07,0.6375758051872253,0.49862638115882874,-0.023923806846141815,0.5657206773757935,0.40108615159988403,-0.03171892091631889,0.5370089411735535,0.2921641767024994,-0.04220632463693619,0.5493025183677673,0.20679612457752228,-0.04649466648697853,0.6027153134346008,0.304889976978302,0.01929137296974659,0.5910962820053101,0.22662469744682312,-0.021755129098892212,0.6026543378829956,0.3012274205684662,-0.04678044095635414,0.6143524646759033,0.35967132449150085,-0.056607428938150406,0.6554955244064331,0.30046015977859497,0.014419978484511375,0.6427461504936218,0.21893082559108734,-0.03207589313387871,0.6518332958221436,0.3166486322879791,-0.04721022769808769,0.661150336265564,0.38074031472206116,-0.04322168976068497,0.7070439457893372,0.30768105387687683,0.0008819353533908725,0.6956618428230286,0.24050727486610413,-0.04606920853257179,0.6955554485321045,0.34022918343544006,-0.038274724036455154,0.6971201300621033,0.4025689959526062,-0.017372677102684975,0.7608897089958191,0.3253454566001892,-0.014815914444625378,0.7417452335357666,0.28445157408714294,-0.04189206287264824,0.7347291707992554,0.354821115732193,-0.03131365031003952,0.734444260597229,0.39869070053100586,-0.014051495119929314,A
0.7240456938743591,0.5448737740516663,-7.05231002484652e-07,0.6365731954574585,0.5002603530883789,-0.023693816736340523,0.5663204789161682,0.4010830521583557,-0.030787179246544838,0.5388917326927185,0.29064008593559265,-0.04069869592785835,0.549941897392273,0.20536522567272186,-0.044193610548973083,0.6029313206672668,0.3061031401157379,0.02038651518523693,0.5914002656936646,0.22642695903778076,-0.020778575912117958,0.6042504906654358,0.3037532866001129,-0.0453977957367897,0.6169032454490662,0.3613068461418152,-0.05487945303320885,0.6554632186889648,0.30119413137435913,0.015312873758375645,0.643380880355835,0.21839599311351776,-0.031329814344644547,0.6528661847114563,0.31797122955322266,-0.04591517150402069,0.6622671484947205,0.38037362694740295,-0.041481465101242065,0.7067210674285889,0.30830875039100647,0.00137046305462718,0.6960213780403137,0.24007336795330048,-0.04558577761054039,0.695766031742096,0.3414604067802429,-0.036868318915367126,0.6973748207092285,0.4022611975669861,-0.015355567447841167,0.7604538202285767,0.32595404982566833,-0.014836933463811874,0.7431455850601196,0.2836131155490875,-0.041536595672369,0.7355514168739319,0.3550280034542084,-0.030433891341090202,0.7345432639122009,0.39779841899871826,-0.012912699952721596,A
0.724717915058136,0.5450175404548645,-6.989816370150947e-07,0.6372118592262268,0.5002037882804871,-0.024149499833583832,0.5663787126541138,0.4011516571044922,-0.03148495778441429,0.5384950637817383,0.2911340892314911,-0.04159684479236603,0.5494418144226074,0.2056504338979721,-0.04527672752737999,0.6025693416595459,0.3058992028236389,0.020524028688669205,0.5910787582397461,0.22640161216259003,-0.020714763551950455,0.6039668917655945,0.30338379740715027,-0.045649364590644836,0.6165536642074585,0.36161234974861145,-0.05528510361909866,0.655189573764801,0.300915390253067,0.015634270384907722,0.6430949568748474,0.21798327565193176,-0.0313807874917984,0.6524072289466858,0.3174237608909607,-0.04652084782719612,0.6618227958679199,0.3809695243835449,-0.04223228991031647,0.7065548300743103,0.3078867793083191,0.0018629509722813964,0.6961659789085388,0.23976510763168335,-0.04537801072001457,0.6957244277000427,0.34109753370285034,-0.03716927766799927,0.6971932649612427,0.4028207063674927,-0.015758363530039787,0.760277509689331,0.32543593645095825,-0.014183253049850464,0.7430939674377441,0.28325992822647095,-0.04105281084775925,0.7355085611343384,0.35441699624061584,-0.030124271288514137,0.7345914244651794,0.39773932099342346,-0.012558129616081715,A
0.7253726124763489,0.5438370704650879,-7.110403430488077e-07,0.6330355405807495,0.49575746059417725,-0.022206034511327744,0.5637518167495728,0.3983203172683716,-0.028238506987690926,0.53682941198349,0.2875272333621979,-0.03785578906536102,0.548505425453186,0.20204044878482819,-0.040930915623903275,0.6028074622154236,0.3035227060317993,0.026548875495791435,0.5906587243080139,0.2244333028793335,-0.01498405635356903,0.6035404205322266,0.30383267998695374,-0.039657481014728546,0.6152258515357971,0.3603002727031708,-0.04884235933423042,0.6557214856147766,0.29829007387161255,0.020835179835557938,0.6425220966339111,0.21700936555862427,-0.027116850018501282,0.6517090201377869,0.31919044256210327,-0.042299408465623856,0.6612381339073181,0.38057565689086914,-0.03761358559131622,0.7072931528091431,0.30493614077568054,0.005940744653344154,0.6955193877220154,0.23861253261566162,-0.0425778403878212,0.695250928401947,0.34312760829925537,-0.033157236874103546,0.6979084014892578,0.4035097658634186,-0.01025751605629921,0.7615801692008972,0.3226974606513977,-0.01113160140812397,0.7419512867927551,0.2806553244590759,-0.03735102340579033,0.7346247434616089,0.35497039556503296,-0.024698195978999138,0.7353915572166443,0.3971157371997833,-0.0057294936850667,A
0.7277036905288696,0.5454747080802917,-7.164973112594453e-07,0.6364172101020813,0.49546104669570923,-0.019871294498443604,0.5685653686523438,0.3973594307899475,-0.024726683273911476,0.5424045920372009,0.2865973711013794,-0.03338175639510155,0.5497169494628906,0.20203472673892975,-0.0356675460934639,0.6070342659950256,0.3054690957069397,0.026235613971948624,0.5936855673789978,0.22498464584350586,-0.01267203502357006,0.6057202816009521,0.30422443151474,-0.03577236831188202,0.6188610792160034,0.3602563738822937,-0.04432937875390053,0.6587560176849365,0.30015793442726135,0.02047639712691307,0.6445448398590088,0.216048464179039,-0.024439407512545586,0.6533916592597961,0.31600046157836914,-0.03806328400969505,0.6643729209899902,0.3777236044406891,-0.03317002207040787,0.7092065215110779,0.30681362748146057,0.006148366257548332,0.69540935754776,0.23722060024738312,-0.03893328830599785,0.6960423588752747,0.33824947476387024,-0.02885369397699833,0.7019765377044678,0.39981770515441895,-0.006553643848747015,0.7624711990356445,0.3235079050064087,-0.010275548323988914,0.740842878818512,0.28002387285232544,-0.03504336252808571,0.733043909072876,0.35125869512557983,-0.022778727114200592,0.7354965209960938,0.3948672413825989,-0.004525961820036173,A
0.7275780439376831,0.5451240539550781,-7.181282626333996e-07,0.6359989643096924,0.494143009185791,-0.01979357935488224,0.56641685962677,0.3967702388763428,-0.024612413719296455,0.5392934679985046,0.286664754152298,-0.03331675007939339,0.5496244430541992,0.20164205133914948,-0.035646844655275345,0.6046991944313049,0.303965300321579,0.027437761425971985,0.5908401608467102,0.22396941483020782,-0.011319361627101898,0.603584349155426,0.3035111427307129,-0.03406437486410141,0.6164926886558533,0.35943490266799927,-0.042338866740465164,0.657142698764801,0.29893550276756287,0.02154538594186306,0.6436442732810974,0.21537189185619354,-0.024106651544570923,0.6527631282806396,0.31753233075141907,-0.03781574219465256,0.6629411578178406,0.3796449303627014,-0.03253864124417305,0.7085031270980835,0.3062772750854492,0.007081038784235716,0.6959647536277771,0.2363298535346985,-0.03918001800775528,0.6965774297714233,0.34005463123321533,-0.029108857735991478,0.7012913823127747,0.4021628499031067,-0.0062531461007893085,0.7630224823951721,0.32378077507019043,-0.00929345190525055,0.7411243915557861,0.2800202965736389,-0.03462656959891319,0.7336081862449646,0.3529779613018036,-0.021962836384773254,0.7353333830833435,0.39644578099250793,-0.0031276647932827473,A
0.7298599481582642,0.5418813228607178,-6.814802873122972e-07,0.6374919414520264,0.49330228567123413,-0.021453116089105606,0.569730281829834,0.3968193531036377,-0.027164781466126442,0.543711245059967,0.28608739376068115,-0.03639770299196243,0.5484175086021423,0.20109592378139496,-0.03936898708343506,0.603937029838562,0.3045766353607178,0.026203857734799385,0.5935416221618652,0.22398614883422852,-0.014579457230865955,0.6069331169128418,0.2996165156364441,-0.04001003876328468,0.6208665370941162,0.35737109184265137,-0.04992366582155228,0.6570276021957397,0.2988629639148712,0.02065337263047695,0.6455906629562378,0.21691057085990906,-0.02574089728295803,0.6563263535499573,0.31526488065719604,-0.04120604693889618,0.6674365997314453,0.3777497708797455,-0.0376628041267395,0.7078542709350586,0.3046339750289917,0.0060991887003183365,0.697852373123169,0.234355166554451,-0.04036630690097809,0.6985570788383484,0.3348948061466217,-0.031540270894765854,0.7019170522689819,0.397260457277298,-0.010163827799260616,0.761317789554596,0.3210235834121704,-0.010774564929306507,0.7451881170272827,0.27800554037094116,-0.03725973889231682,0.7375577688217163,0.34984949231147766,-0.026133103296160698,0.7369800209999084,0.3938848376274109,-0.008635486476123333,A
0.7292388081550598,0.5410455465316772,-6.832005965407006e-07,0.6366550922393799,0.4926733374595642,-0.021762466058135033,0.5691987872123718,0.39657068252563477,-0.027678510174155235,0.543921947479248,0.28673574328422546,-0.036915600299835205,0.5486456751823425,0.20242515206336975,-0.03991004079580307,0.6032952666282654,0.30314892530441284,0.02414298616349697,0.5937721133232117,0.2240968942642212,-0.017098918557167053,0.6074684858322144,0.3012484312057495,-0.04244185611605644,0.6213750839233398,0.3582179844379425,-0.05231615900993347,0.6563082933425903,0.2976124584674835,0.018506431952118874,0.6455739736557007,0.21613317728042603,-0.028624966740608215,0.6562357544898987,0.31571251153945923,-0.043776609003543854,0.6671098470687866,0.37749189138412476,-0.039886802434921265,0.7069585919380188,0.303548663854599,0.003942116629332304,0.6977145075798035,0.2337944507598877,-0.0432165302336216,0.6982669830322266,0.33520767092704773,-0.03408274054527283,0.7014726996421814,0.39662155508995056,-0.012361828237771988,0.7600996494293213,0.3200984001159668,-0.01291174627840519,0.7453444004058838,0.2761886417865753,-0.03991656005382538,0.7379858493804932,0.3487841784954071,-0.028570476919412613,0.7371733784675598,0.39258506894111633,-0.010804349556565285,A
0.7278942465782166,0.536366879940033,-6.786100925637584e-07,0.6381235718727112,0.48821383714675903,-0.020444657653570175,0.570836067199707,0.3924880623817444,-0.026296695694327354,0.5452222228050232,0.2838573455810547,-0.035807885229587555,0.5508989095687866,0.2003345638513565,-0.03939037770032883,0.604965329170227,0.29778799414634705,0.024519221857190132,0.5962780714035034,0.22208645939826965,-0.016016846522688866,0.6088392734527588,0.2963164150714874,-0.041432641446590424,0.6213482022285461,0.3534849286079407,-0.05138326436281204,0.6567012667655945,0.2931897044181824,0.018696442246437073,0.647321879863739,0.2135276198387146,-0.026892777532339096,0.6565151214599609,0.3104012608528137,-0.04268021509051323,0.6656337380409241,0.37360188364982605,-0.03957647830247879,0.7072383165359497,0.29941093921661377,0.0043657380156219006,0.6993579864501953,0.23252278566360474,-0.040977612137794495,0.6990551352500916,0.3308597803115845,-0.03303967043757439,0.7010749578475952,0.3931533396244049,-0.012452318333089352,0.7600044012069702,0.31614992022514343,-0.012070626951754093,0.7438750863075256,0.2736932337284088,-0.0375533401966095,0.7369215488433838,0.34276875853538513,-0.02643585577607155,0.7365670204162598,0.38674619793891907,-0.008978946134448051,A
